CustomerID,CustomerName,CustomerEmail,CustomerPhone,CustomerAddress,MarketTrendID,MarketCategory
45,Stephanie Smith,davidsonsusan@hotmail.com,+175337188985560,"Unit 8899 Box 5102, DPO AA 66860",4,Low
46,Adam Tate,williamsmith@hotmail.com,1594267978,"Unit 4773 Box 6832, DPO AA 71305",10,High
47,Matthew King,eric23@miller.net,0016843206274474,"76179 Alex Valleys, North Kevin, AZ 52467",8,High
48,Danny Hays,steve25@johnson.com,014795956304219,"7974 Jeffrey Fords, Kaylafurt, MO 60975",8,High
49,Pamela Hansen,lwong@gmail.com,970415952425491,"382 Courtney Islands, Lake Misty, WV 49616",1,Low
50,Isabel Lynch,hharrell@lopez.info,15737154924823,"3840 Clark Port Apt. 557, Zacharyview, NY 15995",10,High
51,Laura Zimmerman,chad25@duncan.com,237294402298453,"614 Fitzgerald Well, West Erikaville, NV 28071",10,High
52,Peggy James,kennethhernandez@kennedy.biz,001318281794486794,"700 Levine Mall Suite 196, West Scott, OR 59477",7,High
53,Lynn Hamilton,tpacheco@blair.info,2627106081,"5841 Smith Islands, New Elizabethville, NE 88504",10,High
54,Jordan Rodriguez,jennifer43@mercado-russell.com,+16778094562762,"92409 Mcgee Forest, South Sarahside, AL 94997",4,Low
55,David Gray,michael25@moore-irwin.com,6855960822,"65968 Harrison Loaf Apt. 442, North Diana, MD 77317",9,High
56,Mrs. Katie Pacheco,breannaanderson@hotmail.com,2133692323,"832 Timothy Throughway Suite 293, Port Johnathanhaven, CT 85027",3,Low
57,Matthew Sullivan,medinajames@gmail.com,52909101240057,"12796 Kimberly Green, Emilyton, CA 28517",3,Low
58,Christina Allen MD,ibrown@gmail.com,5019611126,"112 Ramos Divide, Jessicafort, IN 26610",1,Low
59,Gary Bishop,evanserin@hotmail.com,001393674377422741,"6947 Mackenzie Manor Suite 606, Kennethmouth, GA 81544",9,High
60,Angela Thompson,wallen@gmail.com,7420697182,"417 Christine Grove, Susanchester, VA 77538",8,High
61,Alexander Ramirez,thomasrobert@yahoo.com,889190818450396,"USNS Chung, FPO AP 56223",2,Low
62,Jeremy Knapp MD,scottburns@lane.info,80387972463236,"USNS Wolfe, FPO AA 12448",5,Low
63,Cynthia Rojas,michael01@brown-hendrix.com,3332209996764,"6632 Kristen Plain, Hollyberg, WA 05563",6,High
64,Jason Curry PhD,longteresa@bush.com,487907073633032,"29177 Jonathan Lights, Port Joycefort, NE 22653",6,High
65,Jason Thompson,mgonzalez@mills.com,33347539014028,"579 Lyons Circle, Millerville, OH 18190",7,High
66,Mr. Steven Hernandez Jr.,lopezgary@malone-stone.com,0952693431,"32630 Logan Trafficway Apt. 296, Carrollville, TN 06334",1,Low
67,Katelyn Lynn,ryoder@hays.biz,199494047655173,"1995 Jessica Trail Suite 453, East Edwin, MT 53600",5,Low
68,Tami Silva,brianmills@neal.net,1768641482454,"8209 Wayne Land Suite 183, North Jamesfurt, WY 17749",5,Low
69,Patrick Kim,hallchristopher@hotmail.com,5864682042,"328 Li Rest Suite 342, Rodriguezport, ND 12430",7,High
70,Linda Murray,rwilson@yahoo.com,76508407118166,"41554 Madison Dale, Debbiefort, PA 76077",10,High
71,Cheryl Harrington,jason16@farrell.com,67333607982092,"883 Jeffery Viaduct, Travisfort, CT 73255",1,Low
72,Robert Davis,fmedina@clark.org,0626221297,"79009 Joshua Rest Apt. 406, Port Matthew, NE 55741",3,Low
73,Jason Garcia,wolfejoshua@hotmail.com,3874536640,"937 Simpson Locks Apt. 620, South Lancehaven, CT 67009",5,Low
74,Edward King,jaimenguyen@lawrence.com,001689484539683568,"USNV Silva, FPO AP 30458",3,Low
75,Angela Sullivan,mswanson@brady.com,3963723232887,"347 Pamela Isle, Rachaelberg, IN 87062",8,High
76,Joanne Scott,arodriguez@hotmail.com,935981342319074,"0178 Chris Square, Lake Amy, MD 61541",4,Low
77,Scott Sutton,walkermicheal@yahoo.com,51603672607066,"510 Carpenter Coves Apt. 399, North Catherine, GA 00698",2,Low
78,Kristy Torres,williamrichards@yahoo.com,004638053836535,"67208 Garrett Locks Apt. 619, Jacksonhaven, NE 65246",10,High
79,Jerry Lewis,rollinschristopher@gmail.com,4318420544,"9835 Reid Cliffs, Josephchester, FL 01823",5,Low
80,Sabrina Davis,biancamurray@hotmail.com,001452612071689592,"54091 Lam Meadows Apt. 496, East Kennethfort, MS 73598",8,High
81,Kelly Park,jonathan98@hotmail.com,8849566721,"42523 Candice Turnpike, Port Tammy, NM 48224",3,Low
82,Kathleen Rowe,gerald21@beck.com,1615798568,"38718 Guzman Ridge Apt. 457, Salinasfurt, HI 30632",9,High
83,Jeffrey Cannon,karen55@sellers.com,00140268929865880,"3158 Matthew Camp Suite 995, Erikachester, NH 91442",8,High
84,Cheryl Diaz,bevans@hotmail.com,1374423316,"640 Steve Turnpike Suite 054, Amyfort, GA 28857",10,High
85,Andrew Wagner,hollowaydavid@gmail.com,+130266370541461,"182 Melissa Spurs Apt. 025, Jessicastad, VA 91099",2,Low
86,Nathan Clark,jerry26@holmes.info,+15497125363,"065 Benjamin Manors Apt. 746, South Bonnie, NJ 05194",7,High
87,Joshua Bright,jerry80@yahoo.com,081794782680889,"2149 Travis Point Apt. 317, Port April, SC 58727",5,Low
88,Michael Edwards,tmoore@yahoo.com,8930729371,"930 Lindsey Springs Apt. 146, North Colleen, NV 37287",8,High
89,Megan Martin,henryperkins@hotmail.com,08452096584956,"USNS Lynch, FPO AP 52745",7,High
90,Sarah Carter,gonzalezjames@hotmail.com,4120048353,"USNS Jackson, FPO AA 88748",1,Low
91,Michael Williams,karen11@cummings.com,0018941559861981,"196 Mccall Meadow Apt. 705, East Troy, MD 74681",8,High
92,Jaime James,cmunoz@gmail.com,513149702420328,"40363 Delgado Unions, Port Daisy, DE 14833",7,High
93,Mallory Green,jcox@alvarez-lopez.com,49135876525408,"569 John Passage, North John, UT 78053",7,High
94,Jeremiah Pugh,elizabethjensen@gmail.com,80252209861014,"7748 Jeremy Shoal, Port Tyler, CO 69209",1,Low
95,Mike Hunt,garydavis@yahoo.com,0015883070497447,"Unit 6912 Box 1303, DPO AA 31479",10,High
96,Olivia Smith,michael10@gmail.com,+172749824744595,"4909 Jon Rue, Donaldshire, IA 51751",5,Low
97,Shawna Smith,browndarin@silva.biz,20117073097352,"693 Hawkins Fall Apt. 682, Kathymouth, OH 11240",2,Low
98,Glenn Horne,odonnelljoseph@anderson-gray.com,2237159036,"29119 Paul Pass Suite 004, Vernonport, TX 17544",3,Low
99,Joseph Baker,hendersonjulie@yahoo.com,+11025378006,"68718 Terri Lock, Russellburgh, AK 11814",1,Low
100,Brian Watts,willisnancy@gonzales.org,0012744262555,"372 Robertson Rapid, Lake John, UT 39945",6,High
101,Kelly Gomez,ctaylor@hernandez.org,324157563880627,"2774 Walters Plaza Apt. 235, Reynoldsstad, IN 80586",3,Low
102,Selena Wheeler,tamararose@hodges-rodriguez.info,00143994735101070,"32718 John Corners, Port Donald, MD 83984",7,High
103,Teresa Thomas,juliecook@hotmail.com,00195867843642495,"4922 Jeffrey Lodge, East Jennifertown, GA 91115",3,Low
104,William King,vaughnmichael@peterson.com,8255843701,"00938 Brittany Groves Suite 273, Katherinemouth, NV 11454",5,Low
105,Victoria Patrick,cookrobert@gmail.com,0508821806276,"3541 Holland Square, Barbaraville, UT 17640",4,Low
106,Amanda Gross,tjackson@watts.com,+199577742244799,"05230 Page Mountain Apt. 566, Port Natalieview, MA 82495",9,High
107,Thomas Ross,danielhull@gmail.com,1728211680,"737 Smith Ports, Lake Tyler, DC 92419",8,High
108,Christine Beck,youngvalerie@hotmail.com,886696933685388,"9331 Melissa Landing, Barnesborough, WV 45011",7,High
109,Christy Richmond MD,ethanowens@odonnell-castro.com,9891329906,"4848 Kennedy Meadows Apt. 988, West John, CO 33893",10,High
110,Travis Morris,fandersen@hotmail.com,+152298834390385,"7458 Phillip Mill, Allenfurt, FL 97486",6,High
111,Gilbert Fowler,charles52@yahoo.com,+10988981052,"0291 Santos Rapids, Frankside, ND 61778",3,Low
112,Michael Williams,anthonyzuniga@reyes.com,+12543961826774,"143 Heather Bypass, Port Gregorybury, OH 91704",2,Low
113,Nicole Bennett,millerjustin@morton.net,1721267673,"506 Antonio Ferry Apt. 676, Parkerport, WV 57440",1,Low
114,Elizabeth Spencer,floresscott@yahoo.com,1998980380,"Unit 2461 Box 9229, DPO AP 44842",6,High
115,Mark Holland,cortezmiranda@hotmail.com,595328191830902,"7789 William Ville, Sanchezmouth, TN 40257",2,Low
116,Dustin Morris,jeffreywhitney@yahoo.com,8226282072923,"033 Kendra Greens Suite 255, East Robert, RI 71128",7,High
117,Cody Beck,thomasjones@yahoo.com,4545932488316,"USNS Andrews, FPO AP 77840",2,Low
118,Kim Higgins,wnguyen@hotmail.com,+188986375125861,"71984 Turner Road, Port Malloryfurt, MD 45204",2,Low
119,William Brown,riversandrea@powers.net,+128375240548451,"PSC 5532, Box 3747, APO AA 98918",10,High
120,Brent Williams,richardwoods@hotmail.com,+17740576759868,"PSC 6884, Box 8411, APO AE 04267",4,Low
121,Kara Anderson,jessicaproctor@hotmail.com,+1887985036279282,"7105 Harrison Manor Apt. 739, Brendahaven, NC 82526",3,Low
122,Cameron Hardy,rogerconley@hotmail.com,86595445570547,"612 Salazar Road, Michaelhaven, NJ 14791",7,High
123,Andrew Garner,walterswhitney@mcbride.com,12545981790737,"869 Elizabeth Extensions, East Randyfurt, NY 25767",8,High
124,David Long,loveluis@yahoo.com,0012186719791743,"980 Cochran Prairie Suite 105, South Grace, AL 30674",4,Low
125,Michael Walker,apham@yahoo.com,4619574547449,"371 Wiggins Heights, West Wesley, DC 04647",10,High
126,Joel Ortiz,scastro@thomas-montoya.net,+15143707156421,"60820 Campbell Landing Suite 562, West Darlenetown, NV 18075",8,High
127,Dale Thompson,powelldaniel@gmail.com,0219416707,"599 Davis Pike Apt. 184, Donaldmouth, CO 63733",7,High
128,Michael Waters,mark41@larson-brooks.com,0016646705906873,"0915 Smith Rest Apt. 490, Heatherberg, RI 44536",9,High
129,Tara Clark,melissaparsons@fowler.com,+11383417403167,"USS Gonzalez, FPO AP 73586",7,High
130,Colleen Phelps,fryejonathan@gmail.com,00188777274258393,"5242 Harrell Harbors Suite 620, Brownview, OR 37952",7,High
131,Derrick Morris,aferrell@yahoo.com,956244388548441,"251 Randall Knolls, New Brittanyberg, NY 38853",7,High
132,Barbara Harris,carterlance@yahoo.com,0014033424402302,"26600 Shannon Ramp, North Melissaview, MT 14389",1,Low
133,John Rocha,tammy02@gmail.com,2723223238,"575 Fleming Loaf, Sarahstad, NE 68978",2,Low
134,Dylan Russell,eweiss@hotmail.com,0013955568924727,"016 John Ports Apt. 840, Lake Eddie, ID 06163",8,High
135,Scott Kelly,edwinboyer@hotmail.com,+1624941943547903,"7668 Marc Wells Suite 264, Lisaview, WI 37048",9,High
136,Marisa Goodwin,krystalflores@hotmail.com,9386440313,"141 John Flats Apt. 245, Lake Brianview, TX 62467",4,Low
137,Christine Reed,cdavis@hutchinson-burns.info,39430202544035,"5810 Torres Field, New John, OR 51575",4,Low
138,Tammy Blanchard,vjohnson@gmail.com,+141105917990844,"8298 Mckenzie Crescent Suite 290, Lake Alexisfurt, FL 19438",10,High
139,Brandon Wang,uharris@anderson.com,+19523127881,"45883 Misty Vista, East Christopher, MD 45739",7,High
140,Lauren Green,melissaenglish@hotmail.com,00138586159557427,"USNV Rivera, FPO AA 15794",6,High
141,Jeffrey Brown,katrina81@howell-carter.com,1391353672,"2211 Anthony Tunnel Apt. 423, Lake Kimberlyfort, TN 08272",10,High
142,Jill Good,solomonbrittney@hansen.com,00188371820604526,"9661 Morgan Fork, Danielbury, SC 17019",3,Low
143,Catherine May,lisathompson@smith.net,0010154505886,"9511 Rodriguez Squares Suite 657, Wilsonmouth, NM 07860",2,Low
144,Ryan Williams,kimberlywilliams@preston-ingram.com,5456193317,"21655 Franco Landing Apt. 954, Lake Elizabeth, MA 11768",8,High
145,Francisco Fletcher,joann83@valdez.com,7497374498030,"1461 Mcdonald Ranch Suite 222, North Joshuaton, VT 08872",1,Low
146,Kevin Williams,vcampbell@jackson.info,856041512023408,"5776 Michael Rapids, South Garyshire, IA 69983",9,High
147,Mario Johnson,elizabeth27@crosby-powers.com,39503524376274,"06975 Travis Trail, South Chloetown, WY 49469",9,High
148,James Levy,samuelsmith@gmail.com,2509120559,"52731 Mcdaniel Squares, Gilesside, IA 00793",2,Low
149,James Peterson,michaelfuller@hotmail.com,+193137256341050,"6429 Carlson Extensions Suite 415, Lake Heatherton, MS 31273",1,Low
150,Amber Delgado,christophercook@gmail.com,00123974813453604,"4110 Gregory Harbor, Ritastad, OR 13820",5,Low
151,Michael Stein,zreid@caldwell.biz,032861811838262,"95645 Jeremy Shoal, Lozanomouth, ID 57148",1,Low
152,Cathy Kennedy,beltranrichard@yahoo.com,9958019042727,"9255 Peter Estates, New Matthewburgh, WY 22409",9,High
153,Christina Hughes,danielli@price.com,615607250747874,"24193 Kayla Divide, South Danielstad, SC 01620",9,High
154,Jordan Thomas,egreen@yahoo.com,0260289469,"0975 Bruce Burg Apt. 359, Fryemouth, FL 24889",6,High
155,Kenneth Farrell,christymiddleton@gmail.com,49232699215561,"Unit 9827 Box 2544, DPO AE 66395",2,Low
156,Adam Arnold,hodgekyle@stanley.biz,9778002081,"082 Tiffany Lodge Suite 297, New Dianaland, OK 50254",7,High
157,Paul Gray,butlerleslie@gmail.com,0015484409426,"927 Arroyo Road, Jesusburgh, NY 84742",1,Low
158,Brian Fry,elizabeth82@yahoo.com,621793627011420,"3205 Ashley Canyon, South Sharonstad, VT 38918",5,Low
159,Michael Booker,ddavis@garcia-vasquez.com,44747322136126,"90532 Gregory Ports Apt. 518, West Kimberlymouth, TX 68384",9,High
160,Devon Lee,kristinandrade@yahoo.com,8755573083,"0104 Kevin Stravenue, Odomberg, MS 56025",10,High
161,Joseph Gilbert,colemanrichard@hotmail.com,3001070667,"12811 Karl Plains Apt. 375, South Kennethborough, NE 93777",2,Low
162,Felicia Smith,dale85@thompson.com,001489612197432551,"USCGC Alexander, FPO AE 93563",9,High
163,Stanley Garcia,gary08@gmail.com,+11041409708007,"178 Murphy Mall Apt. 147, Port Elijahstad, MD 91507",7,High
164,Stephanie Jacobson,kosborne@gmail.com,0398604665,"861 Gutierrez Springs Suite 822, North Michelestad, SD 48040",2,Low
165,Stephanie Payne,hashley@patel.com,001973756601406997,"21164 Allen Prairie Apt. 783, Juarezshire, FL 04115",5,Low
166,Thomas Guerrero,samantha67@willis-hill.com,0841055004,"7476 Ramos Circle Suite 307, North Mark, MD 62157",9,High
167,David Freeman,hmartin@hanna-coleman.org,382197110498795,"43830 Anthony Village Suite 396, Port Michael, MO 89809",1,Low
168,Danielle Johnson,sonyarodriguez@gmail.com,+1594841688349766,"493 Kelly Pines, Hendersonfurt, NC 65245",8,High
169,Jennifer Thompson,colleendavis@yahoo.com,1371465763,"2675 Stephanie Burgs, North Angela, HI 16170",8,High
170,Lisa Park,mcdanielernest@yahoo.com,0970951762994,"USNS Brown, FPO AE 07221",6,High
171,Anna Blackwell,linda05@hotmail.com,6519653432851,"4020 Wright Mission Suite 505, Port Adamberg, SD 30842",4,Low
172,Mrs. Sandra Nichols,cmoody@haas-murray.com,0016936305616,"74521 Ortiz Springs Suite 634, Kellyview, CA 09611",1,Low
173,Ashley Rose,dpearson@gmail.com,+19536914246,"7957 Garcia Ranch, West Christopher, OK 82792",4,Low
174,Nathan David,charlesjohnson@hotmail.com,5003272967,"89757 Jones Courts, Sotofort, MT 69834",6,High
175,Sarah Adams,clarkshane@gmail.com,2971155824,"6217 Johnson Village Suite 786, New Brianhaven, ND 09413",8,High
176,Matthew Parker,tanyamiller@evans.net,2286163845,"250 Heather Shoals Apt. 999, Lake Zachary, MI 40911",5,Low
177,Anthony Rodriguez,renee02@hotmail.com,889398401661918,"70602 Klein Tunnel, North Bradtown, DC 50315",9,High
178,Patricia Jones,kcabrera@johnson.net,97958286370081,"3094 Hayden Shores, Lake Kennethville, PA 58092",10,High
179,Justin Sharp,alexissharp@yahoo.com,591118095438178,"2957 Dale Ramp, Woodshire, NC 53979",4,Low
180,Kyle Castaneda II,george08@bennett.biz,0014021186317,"7625 Danielle Neck, Lake Bobbyburgh, AK 74861",8,High
181,Aaron Kelly,ipeterson@yahoo.com,4704201126675,"82642 Bean Canyon, New Pennytown, KY 63533",1,Low
182,Charles Austin,hudsongarrett@gmail.com,965821508238926,"449 Rivas Hill, South Stephanie, KY 14973",7,High
183,Rhonda Jones,justinmurphy@young-riley.biz,93966191698998,"751 Garcia Avenue Apt. 826, Johnville, MT 45694",7,High
184,Michael Hernandez,ashleyosborne@gmail.com,4914803926,"29206 Lance Mission Apt. 231, New Matthewton, IA 73450",6,High
185,Alexandria Brown,vincentfuentes@velasquez.com,+18672893860,"48034 Fowler Gateway, Nathanchester, IN 72691",8,High
186,Ryan Conner,elizabethpage@johnson.com,+1374552615833889,"82219 Timothy Forge Apt. 067, Bowenbury, KS 09266",7,High
187,Tyler Willis,misty27@yu-gibbs.org,7046854248,"39739 Jones Mount, Jonesburgh, MS 40434",8,High
188,Shelia Gilbert,mhamilton@gmail.com,6527803812,"4507 Beth Roads Apt. 036, Rebekahshire, CT 36823",3,Low
189,Alexandria Thompson,uthomas@dean-lewis.info,9604796726102,"42298 Guzman Grove, Mayerhaven, UT 15237",1,Low
190,Stephen Dawson,susanferguson@yahoo.com,57839245329206,"92341 Mitchell Mountains Suite 378, Yangview, MT 45618",8,High
191,Justin Wang,sdean@yahoo.com,0196808993,"249 Brown Drive, Cookeland, CT 32301",4,Low
192,Cynthia Webster,michaelmurphy@warren.biz,+12663094124377,"37754 Danielle Spring, Lisatown, NJ 35317",3,Low
193,Adam Wall MD,tonymitchell@anderson.com,3036790607,"04147 Ramos Terrace, South Anahaven, OH 58096",9,High
194,Charles Jenkins,freemancourtney@gmail.com,2847514888,"1679 Nicole Point Suite 680, South Kaylafurt, AR 08375",9,High
195,Chad Clark,derek71@yahoo.com,8940156952,"PSC 0909, Box 0836, APO AA 14488",6,High
196,Patricia Hamilton,tholder@gmail.com,9745871468,"768 Houston Lodge Suite 292, Barrerachester, MO 69380",7,High
197,Daniel Gibson,lesliethomas@carroll.com,1974835238,"1688 Johnson Summit, New Cory, VT 87583",3,Low
198,Terri Hamilton,jacob18@hotmail.com,6571027997,"197 Thomas Meadow Suite 049, New Michaelport, WY 43881",9,High
199,Darryl Hernandez,ajohnston@gmail.com,3659154827,"3487 Day Groves Suite 625, West Raymondview, NV 44651",4,Low
200,Robert Barnes,jason44@gmail.com,6867663390751,"30626 Hamilton Plaza Apt. 798, New Natalie, AK 25962",5,Low
